"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"4664","Friday",118,2014-04-25 11:50:54,2014-04-25 11:52:52,3002,"South End Ave & Liberty St",40.711512,-74.015756,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,19838,"Subscriber","1971",1,"0.376","10280","32776","19.9","-9999","24","0","57","8.1","10","-999","-9999","0","0","0","0","0"
"4666","Friday",287,2014-04-04 14:03:36,2014-04-04 14:08:23,3002,"South End Ave & Liberty St",40.711512,-74.015756,427,"State St",40.70251526,-74.01427023,19564,"Subscriber","1979",1,"1.287","10280","0","34","-9999","71","0","43","9.2","10","37.7","-9999","0","0","0","0","0"
"4667","Friday",196,2014-04-11 11:08:01,2014-04-11 11:11:17,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,447,"8 Ave & W 52 St",40.76370739,-73.9851615,19897,"Subscriber","1980",1,"0.522","10019","23","37.9","-9999","38","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"4668","Monday",196,2014-04-28 09:25:21,2014-04-28 09:28:37,173,"Broadway & W 49 St",40.76064679,-73.98442659,495,"W 47 St & 10 Ave",40.76269882,-73.99301222,21088,"Subscriber","1981",1,"0.579","10019","32787","34","-9999","54","0","50","4.6","10","-999","-9999","0","0","0","0","0"
"4669","Thursday",226,2014-04-24 10:49:41,2014-04-24 10:53:27,251,"Mott St & Prince St",40.72317958,-73.99480012,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18355,"Subscriber","1974",1,"0.655","10012","33","12.9","-9999","24","0","48","15","10","-999","-9999","0","0","0","0","0"
"4670","Wednesday",257,2014-04-23 13:03:13,2014-04-23 13:07:30,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,17779,"Subscriber","1981",1,"0.691","10011","14","34","-9999","44","0","55.9","8.1","10","-999","-9999","0","0","0","0","0"
"4671","Tuesday",263,2014-04-22 12:29:00,2014-04-22 12:33:23,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,15920,"Subscriber","1989",1,"0.895","10003","-32","44.1","-9999","44","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"4672","Friday",249,2014-04-04 16:31:18,2014-04-04 16:35:27,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,18124,"Subscriber","1977",1,"0.657","10003","-34","35.1","-9999","76","0","42.1","12.7","10","35.2","-9999","0","0","0","0","0"
"4673","Wednesday",181,2014-04-09 16:45:13,2014-04-09 16:48:14,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,445,"E 10 St & Avenue A",40.72740794,-73.98142006,20988,"Subscriber","1971",1,"0.611","10003","-44","23","-9999","25","0","59","15","10","-999","-9999","0","0","0","0","0"
"4674","Friday",169,2014-04-11 09:36:10,2014-04-11 09:38:59,379,"W 31 St & 7 Ave",40.749156,-73.9916,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,19813,"Subscriber","1981",1,"1.219","10001","-17","37","-9999","44","0","59","6.9","10","-999","-9999","0","0","0","0","0"
"4675","Tuesday",255,2014-04-01 14:36:19,2014-04-01 14:40:34,382,"University Pl & E 14 St",40.73492695,-73.99200509,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,19567,"Subscriber","1961",1,"0.694","10003","2","28","-9999","35","0","55","4.6","10","-999","-9999","0","0","0","0","0"
"4677","Monday",175,2014-04-28 10:50:44,2014-04-28 10:53:39,387,"Centre St & Chambers St",40.71273266,-74.0046073,147,"Greenwich St & Warren St",40.71542197,-74.01121978,21127,"Subscriber","1989",1,"0.468","10007","-8","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0"
"4678","Monday",257,2014-04-14 12:15:44,2014-04-14 12:20:01,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,463,"9 Ave & W 16 St",40.74206539,-74.00443172,15470,"Subscriber","1979",1,"0.73","10011","0","55","-9999","52","0","73.9","-9999","10","-999","-9999","0","0","0","0","0"
"4679","Thursday",271,2014-04-10 16:51:56,2014-04-10 16:56:27,463,"9 Ave & W 16 St",40.74206539,-74.00443172,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15771,"Subscriber","1982",1,"1.094","10017","-9","24.1","-9999","28","0","57","8.1","10","-999","-9999","0","0","0","0","0"
"4680","Monday",395,2014-04-21 16:45:10,2014-04-21 16:51:45,469,"Broadway & W 53 St",40.76344058,-73.98268129,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15644,"Subscriber","1987",1,"1.069","10019","-32802","28","-9999","25","0","64.9","6.9","10","-999","-9999","0","0","0","0","0"
"4682","Thursday",262,2014-04-03 10:35:25,2014-04-03 10:39:47,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,21228,"Subscriber","1959",1,"0.919","10036","37","27","-9999","43","0","48.9","0","10","-999","-9999","0","0","0","0","0"
"4683","Monday",219,2014-04-07 12:14:57,2014-04-07 12:18:36,497,"E 17 St & Broadway",40.73704984,-73.99009296,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,18688,"Subscriber","1980",1,"0.642","10003","24","21","-9999","32","0","50","-9999","10","-999","-9999","0","0","0","0","0"
"4684","Wednesday",570,2014-04-16 16:08:49,2014-04-16 16:18:19,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15108,"Subscriber","1965",1,"1.394","10036","-32780","17.1","-9999","29","0","48","3.5","10","-999","-9999","0","0","0","0","0"
"4687","Wednesday",339,2014-04-23 16:44:53,2014-04-23 16:50:32,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,15806,"Subscriber","1979",1,"1.019","10017","32801","32","-9999","36","0","59","13.8","10","-999","-9999","0","0","0","0","0"
"4688","Friday",252,2014-04-18 14:17:54,2014-04-18 14:22:06,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,21339,"Subscriber","1979",1,"0.641","10017","32810","28.9","-9999","50","0","46.9","5.8","10","-999","-9999","0","0","0","0","0"
"4689","Monday",280,2014-04-07 13:59:24,2014-04-07 14:04:04,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,14887,"Subscriber","1950",1,"0.696","10016","0","24.1","-9999","35","0","51.1","6.9","10","-999","-9999","0","0","0","0","0"
"4690","Tuesday",365,2014-04-01 16:49:14,2014-04-01 16:55:19,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,21629,"Subscriber","1965",1,"1.151","10010","-32801","28.9","-9999","33","0","57.9","4.6","10","-999","-9999","0","0","0","0","0"
"4693","Tuesday",137,2014-04-01 09:10:08,2014-04-01 09:12:25,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,16202,"Subscriber","1975",1,"0.35","10017","-32828","25","-9999","51","0","42.1","4.6","10","39.2","-9999","0","0","0","0","0"
"4694","Monday",253,2014-04-21 14:26:02,2014-04-21 14:30:15,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,379,"W 31 St & 7 Ave",40.749156,-73.9916,15307,"Subscriber","1989",1,"1.146","10011","8","21.9","-9999","19","0","64.9","5.8","10","-999","-9999","0","0","0","0","0"
"4695","Wednesday",184,2014-04-09 09:23:09,2014-04-09 09:26:13,173,"Broadway & W 49 St",40.76064679,-73.98442659,479,"9 Ave & W 45 St",40.76019252,-73.9912551,20103,"Subscriber","1979",1,"0.519","10019","32782","33.1","-9999","56","0","48","0","10","-999","-9999","0","0","0","0","0"
"4696","Tuesday",345,2014-04-01 16:10:41,2014-04-01 16:16:26,233,"Joralemon St & Adams St",40.69246277,-73.98963911,271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813,17175,"Subscriber","1957",1,"1.038","11201","-21","28.9","-9999","33","0","57.9","4.6","10","-999","-9999","0","0","0","0","0"
"4697","Thursday",212,2014-04-24 09:10:42,2014-04-24 09:14:14,267,"Broadway & W 36 St",40.75097711,-73.98765428,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,14995,"Subscriber","1988",1,"0.578","10018","32828","15.1","-9999","30","0","45","9.2","10","40.1","-9999","0","0","0","0","0"
"4698","Monday",165,2014-04-07 11:47:50,2014-04-07 11:50:35,285,"Broadway & E 14 St",40.73454567,-73.99074142,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,16107,"Subscriber","1981",1,"0.51","10003","-17","33.1","-9999","54","0","48.9","5.8","9","-999","-9999","0","0","0","0","0"
"4699","Thursday",242,2014-04-17 14:52:00,2014-04-17 14:56:02,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,465,"Broadway & W 41 St",40.75513557,-73.98658032,17009,"Subscriber","1979",1,"0.543","10017","0","25","-9999","44","0","46","8.1","10","41.9","-9999","0","0","0","0","0"
"4700","Monday",158,2014-04-28 16:59:52,2014-04-28 17:02:30,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,20166,"Subscriber","1976",1,"0.5","10014","-4","30","-9999","28","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"4701","Wednesday",106,2014-04-23 11:00:06,2014-04-23 11:01:52,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,18269,"Subscriber","1993",1,"0.36","10014","5","34","-9999","52","0","51.1","12.7","10","-999","-9999","0","0","0","0","0"
"4702","Monday",132,2014-04-21 15:29:38,2014-04-21 15:31:50,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,444,"Broadway & W 24 St",40.7423543,-73.98915076,15719,"Subscriber","1971",1,"0.52","10001","6","21","-9999","19","0","64.9","6.9","10","-999","-9999","0","0","0","0","0"
"4704","Friday",345,2014-04-18 16:13:01,2014-04-18 16:18:46,458,"11 Ave & W 27 St",40.751396,-74.005226,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,21469,"Subscriber","1978",1,"1.354","10001","-6","30","-9999","48","0","48.9","5.8","10","-999","-9999","0","0","0","0","0"
"4707","Thursday",287,2014-04-17 11:47:15,2014-04-17 11:52:02,474,"5 Ave & E 29 St",40.7451677,-73.98683077,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,17333,"Subscriber","1959",1,"0.888","10016","-32803","24.1","-9999","49","0","42.1","12.7","10","35.2","-9999","0","0","0","0","0"
"4708","Wednesday",227,2014-04-02 15:49:35,2014-04-02 15:53:22,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,20538,"Subscriber","1967",1,"0.545","10036","-32791","41","-9999","71","0","50","4.6","10","-999","-9999","0","0","0","0","0"
"4709","Monday",313,2014-04-28 14:26:05,2014-04-28 14:31:18,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,17080,"Subscriber","1970",1,"1.113","10036","0","32","-9999","31","0","63","-9999","10","-999","-9999","0","0","0","0","0"
"4710","Thursday",269,2014-04-24 13:52:43,2014-04-24 13:57:12,486,"Broadway & W 29 St",40.7462009,-73.98855723,497,"E 17 St & Broadway",40.73704984,-73.99009296,17056,"Subscriber","1981",1,"0.643","10001","-6","12","-9999","16","0","57.9","11.5","10","-999","-9999","0","0","0","0","0"
"4711","Friday",217,2014-04-04 13:18:00,2014-04-04 13:21:37,489,"10 Ave & W 28 St",40.75066386,-74.00176802,442,"W 27 St & 7 Ave",40.746647,-73.993915,19172,"Subscriber","1972",1,"0.568","10001","18","33.1","-9999","68","0","43","11.5","10","36.8","-9999","0","0","0","0","0"
"4712","Friday",358,2014-04-04 09:53:21,2014-04-04 09:59:19,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,14995,"Subscriber","1974",1,"1.075","10001-2062","0","35.1","-9999","74","0","43","8.1","10","38.2","-9999","0","0","0","0","0"
"4713","Thursday",162,2014-04-24 16:59:56,2014-04-24 17:02:38,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,294,"Washington Square E",40.73049393,-73.9957214,18701,"Subscriber","1993",1,"0.914","10003","-17","9","-9999","13","0","60.1","11.5","10","-999","-9999","0","0","0","0","0"
"4715","Monday",193,2014-04-07 13:01:14,2014-04-07 13:04:27,498,"Broadway & W 32 St",40.74854862,-73.98808416,444,"Broadway & W 24 St",40.7423543,-73.98915076,19918,"Subscriber","1975",1,"0.431","10001-2062","32804","24.1","-9999","35","0","51.1","6.9","10","-999","-9999","0","0","0","0","0"
"4716","Wednesday",274,2014-04-23 16:30:10,2014-04-23 16:34:44,500,"Broadway & W 51 St",40.76228826,-73.98336183,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,20973,"Subscriber","1974",1,"0.982","10019","0","32","-9999","36","0","59","13.8","10","-999","-9999","0","0","0","0","0"
"4719","Monday",211,2014-04-21 13:32:33,2014-04-21 13:36:04,504,"1 Ave & E 15 St",40.73221853,-73.98165557,497,"E 17 St & Broadway",40.73704984,-73.99009296,16965,"Subscriber","1978",1,"0.839","10009","7","24.1","-9999","23","0","62.1","0","10","-999","-9999","0","0","0","0","0"
"4721","Tuesday",220,2014-04-29 16:07:32,2014-04-29 16:11:12,505,"6 Ave & W 33 St",40.74901271,-73.98848395,465,"Broadway & W 41 St",40.75513557,-73.98658032,14697,"Subscriber","1991",1,"0.672","10001","0","39","0","74","0","46.9","8.1","10","-999","-9999","0","0","0","0","0"
"4722","Wednesday",449,2014-04-23 09:15:14,2014-04-23 09:22:43,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,442,"W 27 St & 7 Ave",40.746647,-73.993915,21531,"Subscriber","1962",1,"1.265","10017","32792","33.1","-9999","52","0","50","9.2","10","-999","-9999","0","0","0","0","0"
"4723","Tuesday",483,2014-04-01 09:31:49,2014-04-01 09:39:52,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,16796,"Subscriber","1971",1,"1.161","10017","32793","25","-9999","51","0","42.1","4.6","10","39.2","-9999","0","0","0","0","0"
"4724","Wednesday",223,2014-04-23 15:15:27,2014-04-23 15:19:10,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,472,"E 32 St & Park Ave",40.7457121,-73.98194829,15632,"Subscriber","1991",1,"0.551","10017","32785","33.1","-9999","40","0","57","-9999","10","-999","-9999","0","0","0","0","0"
"4725","Monday",378,2014-04-21 14:24:12,2014-04-21 14:30:30,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18817,"Subscriber","1971",1,"1.123","10016","-32801","21.9","-9999","19","0","64.9","5.8","10","-999","-9999","0","0","0","0","0"
"4726","Friday",168,2014-04-18 11:02:29,2014-04-18 11:05:17,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,459,"W 20 St & 11 Ave",40.746745,-74.007756,18819,"Subscriber","1981",1,"0.593","10011","-1","27","-9999","55","0","42.1","-9999","10","-999","-9999","0","0","0","0","0"
"4728","Wednesday",233,2014-04-23 09:36:56,2014-04-23 09:40:49,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,509,"9 Ave & W 22 St",40.7454973,-74.00197139,18822,"Subscriber","1990",1,"0.721","10011","-7","33.1","-9999","52","0","50","9.2","10","-999","-9999","0","0","0","0","0"
"4729","Thursday",245,2014-04-03 16:12:03,2014-04-03 16:16:08,300,"Shevchenko Pl & E 6 St",40.728145,-73.990214,393,"E 5 St & Avenue C",40.72299208,-73.97995466,18594,"Subscriber","1983",1,"0.721","10003","-12","18","-9999","15","0","66.9","0","10","-999","-9999","0","0","0","0","0"
"4730","Thursday",429,2014-04-03 16:22:26,2014-04-03 16:29:35,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,499,"Broadway & W 60 St",40.76915505,-73.98191841,16556,"Subscriber","1964",1,"1.352","10022","-13","18","-9999","15","0","66.9","0","10","-999","-9999","0","0","0","0","0"
"4731","Friday",348,2014-04-04 16:20:31,2014-04-04 16:26:19,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,515,"W 43 St & 10 Ave",40.76009437,-73.99461843,19505,"Subscriber","1974",1,"0.948","10017","32781","35.1","-9999","76","0","42.1","12.7","10","35.2","-9999","0","0","0","0","0"
"4732","Friday",498,2014-04-25 15:50:52,2014-04-25 15:59:10,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,521,"8 Ave & W 31 St",40.75044999,-73.99481051,21371,"Subscriber","1966",1,"1.456","10014","-1","21","-9999","22","0","60.1","-9999","10","-999","-9999","0","0","0","0","0"
"4733","Wednesday",306,2014-04-09 15:20:45,2014-04-09 15:25:51,379,"W 31 St & 7 Ave",40.749156,-73.9916,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,17825,"Subscriber","1979",1,"1.013","10001","16","23","-9999","26","0","57.9","12.7","10","-999","-9999","0","0","0","0","0"
"4734","Monday",208,2014-04-21 10:24:22,2014-04-21 10:27:50,382,"University Pl & E 14 St",40.73492695,-73.99200509,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,15496,"Subscriber","1983",1,"0.929","10003","-3","30","-9999","41","0","53.1","5.8","10","-999","-9999","0","0","0","0","0"
"4736","Thursday",324,2014-04-17 09:18:43,2014-04-17 09:24:07,417,"Barclay St & Church St",40.71291224,-74.01020234,427,"State St",40.70251526,-74.01427023,19451,"Subscriber","1971",1,"0.944","10007","0","19.9","-9999","48","0","37.9","12.7","10","30","-9999","0","0","0","0","0"
"4737","Wednesday",435,2014-04-02 15:21:47,2014-04-02 15:29:02,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,20538,"Subscriber","1984",1,"1.309","10011","2","41","-9999","71","0","50","4.6","10","-999","-9999","0","0","0","0","0"
"4738","Tuesday",226,2014-04-01 11:02:16,2014-04-01 11:06:02,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,17944,"Subscriber","1970",1,"1.005","10019","-29","27","-9999","43","0","48.9","5.8","10","-999","-9999","0","0","0","0","0"
"4739","Wednesday",228,2014-04-02 09:20:37,2014-04-02 09:24:25,486,"Broadway & W 29 St",40.7462009,-73.98855723,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,19470,"Subscriber","1992",1,"0.594","10001","0","37","-9999","71","0","46","0","10","-999","-9999","0","0","0","0","0"
"4740","Thursday",324,2014-04-24 16:43:23,2014-04-24 16:48:47,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,490,"8 Ave & W 33 St",40.751551,-73.993934,18137,"Subscriber","1962",1,"1.156","10019","32798","9","-9999","13","0","60.1","11.5","10","-999","-9999","0","0","0","0","0"
"4741","Wednesday",234,2014-04-23 13:56:46,2014-04-23 14:00:40,509,"9 Ave & W 22 St",40.7454973,-74.00197139,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,18260,"Subscriber","1980",1,"0.66","10011","7","34","-9999","44","0","55.9","8.1","10","-999","-9999","0","0","0","0","0"
"4742","Friday",384,2014-04-18 16:15:05,2014-04-18 16:21:29,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16168,"Subscriber","1991",1,"1.299","10019","0","30","-9999","48","0","48.9","5.8","10","-999","-9999","0","0","0","0","0"
"4743","Wednesday",370,2014-04-16 09:26:58,2014-04-16 09:33:08,513,"W 56 St & 10 Ave",40.768254,-73.988639,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,16592,"Subscriber","1980",1,"1.413","10019","-16","16","-9999","50","0","33.1","9.2","10","25.5","-9999","0","0","0","0","0"
"4745","Tuesday",142,2014-04-22 13:10:10,2014-04-22 13:12:32,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,528,"2 Ave & E 31 St",40.74290902,-73.97706058,19972,"Subscriber","1970",1,"0.404","10016","32781","45","-9999","45","0","66.9","8.1","10","-999","-9999","0","0","0","0","0"
"4746","Friday",442,2014-04-18 12:35:50,2014-04-18 12:43:12,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,402,"Broadway & E 22 St",40.7403432,-73.98955109,18723,"Subscriber","1974",1,"1.176","10017","32792","28","-9999","53","0","44.1","9.2","10","39","-9999","0","0","0","0","0"
"4747","Friday",442,2014-04-25 15:56:03,2014-04-25 16:03:25,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,402,"Broadway & E 22 St",40.7403432,-73.98955109,19643,"Subscriber","1965",1,"1.176","10017","32792","21","-9999","22","0","60.1","-9999","10","-999","-9999","0","0","0","0","0"
"4749","Tuesday",280,2014-04-01 09:10:42,2014-04-01 09:15:22,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,474,"5 Ave & E 29 St",40.7451677,-73.98683077,16908,"Subscriber","1959",1,"0.804","10017","32803","25","-9999","51","0","42.1","4.6","10","39.2","-9999","0","0","0","0","0"
"4750","Friday",213,2014-04-18 09:43:37,2014-04-18 09:47:10,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,16395,"Subscriber","1973",1,"0.663","10019","0","27","-9999","65","0","37.9","5.8","10","33.5","-9999","0","0","0","0","0"
"4752","Wednesday",211,2014-04-16 13:19:30,2014-04-16 13:23:01,521,"8 Ave & W 31 St",40.75044999,-73.99481051,509,"9 Ave & W 22 St",40.7454973,-74.00197139,19110,"Subscriber","1966",1,"0.824","10001","-3","17.1","-9999","35","0","43","4.6","10","40.3","-9999","0","0","0","0","0"
"4753","Thursday",537,2014-04-03 16:29:38,2014-04-03 16:38:35,137,"E 56 St & Madison Ave",40.761628,-73.972924,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,16762,"Subscriber","1980",1,"1.773","10037","32795","18","-9999","15","0","66.9","0","10","-999","-9999","0","0","0","0","0"
"4754","Thursday",263,2014-04-24 12:39:12,2014-04-24 12:43:35,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,442,"W 27 St & 7 Ave",40.746647,-73.993915,20084,"Subscriber","1980",1,"0.975","10011","1","12","-9999","18","0","55","8.1","10","-999","-9999","0","0","0","0","0"
"4755","Friday",325,2014-04-25 09:39:00,2014-04-25 09:44:25,173,"Broadway & W 49 St",40.76064679,-73.98442659,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,15956,"Subscriber","1974",1,"0.819","10019","0","19.9","-9999","28","0","52","5.8","10","-999","-9999","0","0","0","0","0"
"4757","Wednesday",101,2014-04-09 13:29:21,2014-04-09 13:31:02,265,"Stanton St & Chrystie St",40.72229346,-73.99147535,531,"Forsyth St & Broome St",40.71893904,-73.99266288,15937,"Subscriber","1984",1,"0.334","10002","2","26.1","-9999","30","0","57.9","5.8","10","-999","-9999","0","0","0","0","0"
"4759","Monday",298,2014-04-21 11:35:41,2014-04-21 11:40:39,285,"Broadway & E 14 St",40.73454567,-73.99074142,445,"E 10 St & Avenue A",40.72740794,-73.98142006,19790,"Subscriber","1981",1,"0.803","10003","-29","28.9","-9999","37","0","55","4.6","10","-999","-9999","0","0","0","0","0"
"4760","Tuesday",340,2014-04-29 16:42:18,2014-04-29 16:47:58,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,20228,"Subscriber","1971",1,"0.956","10003","-38","39","0","74","0","46.9","8.1","10","-999","-9999","0","0","0","0","0"
"4761","Tuesday",224,2014-04-29 14:25:26,2014-04-29 14:29:10,309,"Murray St & West St",40.7149787,-74.013012,387,"Centre St & Chambers St",40.71273266,-74.0046073,18832,"Subscriber","1986",1,"0.746","10007","32793","35.1","-9999","57","0","50","9.2","10","-999","-9999","0","0","0","0","0"
"4763","Wednesday",325,2014-04-23 13:36:01,2014-04-23 13:41:26,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,355,"Bayard St & Baxter St",40.71602118,-73.99974372,14982,"Subscriber","1981",1,"0.852","10013","7","34","-9999","44","0","55.9","8.1","10","-999","-9999","0","0","0","0","0"
"4764","Tuesday",174,2014-04-08 09:41:38,2014-04-08 09:44:32,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,16460,"Subscriber","1954",1,"0.401","10014","4","48.9","-9999","89","0","52","3.5","1","-999","-9999","0","0","0","0","0"
"4765","Tuesday",174,2014-04-22 13:51:26,2014-04-22 13:54:20,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,14535,"Subscriber","1980",1,"0.401","10014","4","45","-9999","45","0","66.9","8.1","10","-999","-9999","0","0","0","0","0"
"4766","Friday",165,2014-04-11 15:10:05,2014-04-11 15:12:50,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,21664,"Subscriber","1960",1,"0.598","10012","-10","42.1","-9999","32","0","73.9","6.9","10","-999","-9999","0","0","0","0","0"
"4767","Tuesday",183,2014-04-15 09:24:31,2014-04-15 09:27:34,401,"Allen St & Rivington St",40.72019576,-73.98997825,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,16573,"Subscriber","1987",1,"0.793","10002","-1","57","0","90","0","60.1","12.7","5","-999","-9999","0","1","0","0","0"
"4770","Tuesday",168,2014-04-29 14:08:49,2014-04-29 14:11:37,417,"Barclay St & Church St",40.71291224,-74.01020234,387,"Centre St & Chambers St",40.71273266,-74.0046073,17128,"Subscriber","1967",1,"0.397","10007","32793","35.1","-9999","57","0","50","9.2","10","-999","-9999","0","0","0","0","0"
"4771","Friday",236,2014-04-18 13:14:06,2014-04-18 13:18:02,442,"W 27 St & 7 Ave",40.746647,-73.993915,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,21474,"Subscriber","1980",1,"1.5","10001","-1","28","-9999","53","0","44.1","6.9","10","40.1","-9999","0","0","0","0","0"
"4773","Tuesday",199,2014-04-08 16:45:08,2014-04-08 16:48:27,444,"Broadway & W 24 St",40.7423543,-73.98915076,379,"W 31 St & 7 Ave",40.749156,-73.9916,21448,"Subscriber","1964",1,"0.809","10010","-5","37.9","-9999","41","0","62.1","4.6","10","-999","-9999","0","0","0","0","0"
"4774","Tuesday",380,2014-04-22 09:13:49,2014-04-22 09:20:09,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,20922,"Subscriber","1989",1,"1.354","10018","43","45","-9999","69","0","55","6.9","10","-999","-9999","0","0","0","0","0"
"4775","Tuesday",186,2014-04-01 09:47:34,2014-04-01 09:50:40,457,"Broadway & W 58 St",40.76695317,-73.98169333,173,"Broadway & W 49 St",40.76064679,-73.98442659,16183,"Subscriber","1963",1,"0.462","10019","0","25","-9999","51","0","42.1","4.6","10","39.2","-9999","0","0","0","0","0"
